State/Province,merged_clade,collection_date
South Dakota,delta2-2002,2009
Missouri,delta2-2002,2009
Illinois,cluster_iv-2002,2009
Illinois,cluster_iv-2002,2009
Illinois,cluster_iv-2002,2009
Illinois,cluster_iv-2002,2009
North Carolina,delta1b-02A,2009
South Dakota,delta1a-02A,2009
Minnesota,delta2-2002,2009
Minnesota,cluster_ive-02B,2009
Arkansas,delta2-2002,2009
Indiana,delta2-2002,2009
North Carolina,unknown-1998,2009
Kansas,delta1b-02A,2009
North Carolina,delta2-98B,2009
Minnesota,delta1a-02A,2009
North Carolina,pdmh1-2002,2010
Iowa,delta-like-2002,2010
North Carolina,delta2-98B,2010
North Carolina,delta2-98B,2010
Iowa,delta2-02B,2010
Minnesota,delta1b-02A,2010
Indiana,cluster_iv-02B,2010
Minnesota,cluster_ivb-02B,2010
North Carolina,delta2-98B,2010
North Carolina,delta2-98B,2010
Indiana,beta-1998,2010
Minnesota,cluster_ivb-02B,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Oklahoma,cluster_iv-02A,2010
North Carolina,cluster_iv-02B,2010
North Carolina,delta2-98B,2010
North Carolina,delta2-98B,2010
Kansas,cluster_iv-02B,2010
Minnesota,delta1a-02A,2010
North Carolina,cluster_iv-2002,2010
North Carolina,delta2-98B,2010
Minnesota,delta1b-02A,2010
Texas,cluster_iv-02A,2010
North Carolina,delta2-98B,2010
North Carolina,delta2-98B,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iv-2002,2010
Minnesota,pdmh1-02A,2010
Minnesota,delta1a-02A,2010
Missouri,delta2-2002,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1a-02A,2010
Minnesota,delta1a-02A,2010
Iowa,cluster_iv-2002,2010
North Carolina,pdmh1-2002,2010
Illinois,cluster_iv-2002,2010
North Carolina,cluster_iv-2002,2010
Texas,cluster_iv-98A,2010
North Carolina,cluster_iv-2002,2010
Illinois,delta1b-02A,2010
Indiana,pdmh1-02A,2010
Oklahoma,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Minnesota,cluster_ivb-2002,2010
Iowa,gamma-02A,2010
Iowa,delta1b-02A,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Ohio,cluster_iva-2002,2010
Pennsylvania,cluster_iv-2002,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Minnesota,delta1b-02A,2010
North Carolina,delta2-98B,2010
North Carolina,delta2-98B,2010
North Carolina,delta2-98B,2010
Iowa,cluster_iv-2002,2010
Iowa,cluster_iv-2002,2010
Minnesota,delta1b-02A,2010
Pennsylvania,cluster_iv-2002,2010
Pennsylvania,cluster_iv-2002,2010
Pennsylvania,cluster_iv-2002,2010
Minnesota,cluster_iva-2002,2010
Minnesota,delta1b-02A,2010
North Carolina,cluster_iv-2002,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Illinois,gamma-2002,2010
Illinois,gamma-2002,2010
Illinois,gamma-2002,2010
Illinois,gamma-2002,2010
Illinois,gamma-2002,2010
Ohio,delta1b-02A,2010
Iowa,cluster_iv-2002,2010
Iowa,cluster_iv-2002,2010
Minnesota,cluster_iv-02B,2010
Illinois,gamma-2002,2010
Minnesota,delta2-2002,2010
Indiana,cluster_iva-2002,2010
Minnesota,cluster_iv-02B,2010
Minnesota,delta1b-02A,2010
Indiana,cluster_iva-2002,2010
Ohio,delta1b-02A,2010
Pennsylvania,cluster_iv-02A,2010
Pennsylvania,cluster_iv-02A,2010
Pennsylvania,cluster_iv-02A,2010
Pennsylvania,cluster_iv-02A,2010
Illinois,cluster_ivb-02B,2010
Iowa,cluster_ivb-02B,2010
Iowa,cluster_ivb-02B,2010
Indiana,cluster_iv-2002,2010
Indiana,cluster_iv-2002,2010
North Carolina,delta2-98B,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iva-2002,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iv-2002,2010
Ohio,delta1b-02A,2010
Minnesota,delta1a-02A,2010
Minnesota,delta1a-02A,2010
Pennsylvania,cluster_iv-02A,2010
Pennsylvania,cluster_iv-02A,2010
Minnesota,cluster_ivb-02B,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Oklahoma,delta1b-02A,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iv-2002,2010
Oklahoma,cluster_ivf-98A,2010
Illinois,delta2-2002,2010
Illinois,delta2-2002,2010
Iowa,delta1a-02A,2010
Illinois,delta2-2002,2010
Iowa,pdmh1-2002,2010
Iowa,cluster_iv-02B,2010
Iowa,cluster_iv-02B,2010
Iowa,cluster_iv-02B,2010
Iowa,cluster_ive-02B,2010
Iowa,cluster_ive-02B,2010
Iowa,cluster_ive-02B,2010
Iowa,delta-like-98A,2010
Iowa,delta-like-98A,2010
Iowa,delta1b-02A,2010
North Carolina,delta2-2002,2010
Minnesota,cluster_iva-2002,2010
Indiana,cluster_iva-02A,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Indiana,cluster_iv-2002,2010
Iowa,cluster_ivb-98A,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iv-2002,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Iowa,cluster_ivb-02B,2010
Iowa,cluster_ivb-02B,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Indiana,cluster_iv-2002,2010
Minnesota,delta-like-98A,2010
South Dakota,delta1b-02A,2010
South Dakota,delta1b-02A,2010
North Carolina,cluster_iv-2002,2010
North Carolina,cluster_iv-2002,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta2-2002,2010
Illinois,delta2-2002,2010
Illinois,delta2-2002,2010
Illinois,delta2-2002,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Pennsylvania,cluster_iv-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iv-2002,2010
Iowa,cluster_iv-2002,2010
Illinois,delta2-2002,2010
Iowa,cluster_ivb-02B,2010
Illinois,cluster_iv-2002,2010
Illinois,cluster_iv-2002,2010
Minnesota,delta1a-02A,2010
Iowa,delta2-2002,2010
Iowa,delta2-2002,2010
Minnesota,delta1b-02A,2010
Minnesota,delta1b-02A,2010
Illinois,delta1b-02A,2010
Illinois,delta1b-02A,2010
Iowa,cluster_iv-2002,2010
Minnesota,delta1b-02A,2010
Nebraska,cluster_ivb-02B,2010
Pennsylvania,cluster_iv-2002,2010
Iowa,delta1a-02A,2010
Iowa,cluster_iv-2002,2010
Missouri,cluster_ivd-02B,2010
Missouri,cluster_ivd-02B,2010
Indiana,cluster_iv-2002,2010
Iowa,cluster_ivb-02B,2010
South Dakota,delta1b-02A,2010
Indiana,cluster_ivc-2002,2010
Indiana,cluster_ivc-2002,2010
Minnesota,cluster_ivb-02B,2010
Iowa,delta1b-02A,2010
Kansas,cluster_ivf-98A,2010
Ohio,delta1b-02A,2010
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
North Carolina,cluster_iv-2002,2011
Ohio,delta1b-02A,2011
North Carolina,cluster_iv-2002,2011
Minnesota,delta1b-02A,2011
Minnesota,gamma-02A,2011
Minnesota,cluster_ive-02B,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Kansas,cluster_ivf-98A,2011
Mississippi,delta1b-02A,2011
North Carolina,cluster_iva-02A,2011
Iowa,cluster_iv-2002,2011
Arkansas,delta1b-02A,2011
Minnesota,unknown-02B,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Oklahoma,delta1b-02A,2011
Oklahoma,delta1b-02A,2011
Iowa,delta1b-02A,2011
Minnesota,delta1a-02A,2011
Minnesota,delta1a-02A,2011
Iowa,delta2-2002,2011
Minnesota,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Texas,cluster_ivf-98A,2011
Texas,cluster_ivf-98A,2011
Kansas,unknown-98A,2011
Kansas,unknown-98A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
South Dakota,delta1b-02A,2011
South Dakota,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Nebraska,delta1b-02A,2011
Indiana,cluster_iva-02A,2011
Iowa,delta1a-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,gamma-2002,2011
Illinois,delta1b-02A,2011
Kansas,cluster_ivd-98A,2011
North Carolina,delta2-98B,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Indiana,cluster_iva-02A,2011
Indiana,cluster_iva-02A,2011
North Carolina,delta2-98B,2011
Illinois,delta1b-02A,2011
Iowa,cluster_ivf-98A,2011
Iowa,delta-like-98A,2011
Iowa,delta-like-98A,2011
Iowa,delta-like-98A,2011
North Carolina,delta1b-02A,2011
Indiana,delta1b-02A,2011
Kansas,cluster_ivf-98A,2011
Minnesota,delta1b-02A,2011
Illinois,delta1b-02A,2011
Indiana,delta1b-02A,2011
Illinois,cluster_ivf-98A,2011
Illinois,cluster_ivf-98A,2011
Indiana,delta1b-02A,2011
Kansas,cluster_ivf-02B,2011
Iowa,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Texas,cluster_ivf-98A,2011
Texas,cluster_ivf-98A,2011
Arkansas,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Arkansas,delta1b-02A,2011
Minnesota,cluster_ivb-02B,2011
Nebraska,cluster_ivb-02B,2011
Minnesota,delta1b-02A,2011
Indiana,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Indiana,delta1b-02A,2011
Minnesota,cluster_iv-2002,2011
Arkansas,delta1b-02A,2011
Iowa,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Michigan,delta1b-02A,2011
Michigan,delta1b-02A,2011
Illinois,cluster_ivd-02B,2011
Illinois,cluster_ivd-02B,2011
Illinois,cluster_ivd-02B,2011
Illinois,cluster_ivd-02B,2011
Illinois,cluster_ivd-02B,2011
Iowa,delta1b-02A,2011
Arkansas,delta1b-02A,2011
Iowa,delta2-2002,2011
Pennsylvania,cluster_iv-2002,2011
Arkansas,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,cluster_iv-02B,2011
Iowa,cluster_iv-02B,2011
Iowa,delta1b-02A,2011
Illinois,cluster_iv-2002,2011
Iowa,delta1b-02A,2011
Indiana,delta2-98B,2011
Iowa,delta1a-02A,2011
Minnesota,cluster_ivd-02B,2011
Minnesota,cluster_ivd-02B,2011
Oklahoma,delta1b-02A,2011
Oklahoma,delta1b-02A,2011
Oklahoma,delta1b-02A,2011
Oklahoma,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Arkansas,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Iowa,delta1a-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Illinois,delta1b-02A,2011
Minnesota,cluster_ivf-98A,2011
Minnesota,cluster_ivf-98A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,delta1b-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,delta1b-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Oklahoma,delta1b-02A,2011
Illinois,delta1b-02A,2011
Nebraska,delta1b-02B,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Arkansas,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,cluster_iva-02A,2011
Iowa,cluster_iva-02A,2011
Iowa,cluster_iva-02A,2011
Minnesota,delta1b-02A,2011
Illinois,cluster_ive-02A,2011
Illinois,delta1b-02A,2011
Minnesota,cluster_ivb-02B,2011
Minnesota,cluster_ivb-02B,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Arkansas,delta1b-02A,2011
Arkansas,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Iowa,cluster_iva-02A,2011
Indiana,cluster_ivd-2002,2011
Iowa,delta1b-02A,2011
Iowa,delta1a-02A,2011
New York,cluster_iva-02A,2011
Illinois,cluster_iva-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Minnesota,delta1a-02A,2011
Iowa,delta1a-02A,2011
Iowa,cluster_ivd-02B,2011
Iowa,cluster_ivd-02B,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Indiana,cluster_iva-02A,2011
North Carolina,delta2-98B,2011
Iowa,cluster_iva-02A,2011
Iowa,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Ohio,cluster_iva-02A,2011
Indiana,delta1b-02A,2011
Indiana,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Iowa,cluster_ivf-98A,2011
Iowa,cluster_ivf-98A,2011
Indiana,cluster_iva-02A,2011
Michigan,cluster_iv-02B,2011
Iowa,cluster_iva-02A,2011
Minnesota,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Minnesota,cluster_ivf-98A,2011
Iowa,delta1b-02A,2011
Minnesota,cluster_ivf-98A,2011
Iowa,delta1b-02A,2011
North Carolina,gamma-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Iowa,cluster_ive-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,cluster_iva-02A,2011
Illinois,cluster_iva-02A,2011
Iowa,delta1a-02A,2011
Iowa,delta1a-02A,2011
Minnesota,delta1b-02A,2011
Minnesota,delta1b-02A,2011
North Carolina,cluster_iv-02A,2011
North Carolina,cluster_iv-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Michigan,delta1b-02A,2011
Iowa,delta1a-02A,2011
Iowa,delta1b-02A,2011
Iowa,delta1b-02A,2011
Nebraska,cluster_iv-02B,2011
Indiana,delta1b-02A,2011
Iowa,delta2-98B,2011
Mississippi,delta1b-02A,2011
Nebraska,cluster_ivf-98A,2011
Virginia,delta2-98B,2011
Iowa,delta2-98A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Ohio,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,delta1b-02A,2011
Illinois,cluster_ivf-98A,2011
Missouri,cluster_ivd-02B,2011
Missouri,cluster_ivd-02B,2011
North Carolina,cluster_iv-02A,2011
North Carolina,delta2-98B,2011
Indiana,cluster_ivc-02B,2011
Indiana,cluster_ivc-02B,2011
Indiana,delta1b-02A,2011
Iowa,cluster_iva-02A,2011
Iowa,cluster_iva-02A,2011
Iowa,cluster_ivd-02B,2011
